,0
5432,Concentration Inequalities and Empirical Processes Theory Applied to the Analysis of Learning Algorithms
5433,Spatially Regularized Structural Support Vector Machine for Robust Visual Tracking
5434,Controlled transscleral drug delivery formulations to the eye: establishing new concepts and paradigms in ocular anti-inflammatory therapeutics and antibacterial prophylaxis
5435,XRay: Enhancing the Web's Transparency with Differential Correlation
5436,Sunlight: Fine-grained Targeting Detection at Scale with Statistical Confidence
5437,"Automated Experiments on Ad Privacy Settings: A Tale of Opacity, Choice, and Discrimination"
5438,Influence in Classification via Cooperative Game Theory
5439,Fair Attribution of Functional Contribution in Artificial and Biological Networks
5440,Responsibility and Blame: A Structural-Model Approach
5441,17. A Value for n-Person Games
5442,"Causality: Models, Reasoning, and Inference"
5443,Efficient Computation of the Shapley Value for Game-Theoretic Network Centrality
5444,"Provably Private Data Anonymization: Or, k-Anonymity Meets Differential Privacy"
5445,Computational Analysis of Connectivity Games with Applications to the Investigation of Terrorist Networks
5446,The inevitable application of big data to health care.
5447,Causes and Explanations: A Structural-Model Approach: Part 1: Causes
5448,Cooperative game theoretic centrality analysis of terrorist networks: The cases of Jemaah Islamiyah and Al Qaeda
5449,Adscape: harvesting and analyzing online display ads
5450,A new index of power for simplen-person games
5451,Regression shrinkage and selection via the lasso: a retrospective
5452,Big data's end run around procedural privacy protections
5453,Big Data in Education. A Bibliometric Review
5454,The Effects of Middle School Mathematical Statistics Area and Python Programming STEAM Instruction on Problem Solving Ability and Curriculum Interest
5455,Analysis of Beijing Tianjin Hebei regional credit system from the perspective of big data credit reporting
5456,"Big data : an exploration of opportunities, values, and privacy issues"
5457,Contributions to the theory of statistics
5458,Learning Interpretable Models Expressed in Linear Temporal Logic
5459,Regression shrinkage and selection via the Lasso: a retrospective (Robert Tibshirani): Comments on the presentation
5460,Several important problems in concrete production
5461,Future Progress in Artificial Intelligence: A Survey of Expert Opinion
5462,"Regulating Artificial Intelligence Systems: Risks, Challenges, Competencies, and Strategies"
5463,Learning to read and write: A longitudinal study of 54 children from first through fourth grades.
5464,Preparing for the future of Artificial Intelligence
5465,The China Syndrome: Local Labor Market Effects of Import Competition in the United States
5466,"The errors, insights and lessons of famous AI predictions – and what they mean for the future"
5467,Combining satellite imagery and machine learning to predict poverty
5468,Deep Learning for Identifying Metastatic Breast Cancer
5469,Robots at Work
5470,A targeted real-time early warning score (TREWScore) for septic shock
5471,Measuring the Returns of R&D
5472,The Growth of Low Skill Service Jobs and the Polarization of the U.S. Labor Market
5473,An Analysis of the Labor Market for Uber’s Driver-Partners in the United States
5474,The Economic Possibilities of Our Grandchildren
5475,The Role Of Context In Work Team Diversity Research: A Meta-Analytic Review
5476,Total Delay Impact Study: A Comprehensive Assessment of the Costs and Impacts of Flight Delay in the United States
5477,Solving the equation: the variables for women's success in engineering and computing
5478,Why Diversity Matters
5479,From the American System to Mass Production 1800-1932: The Development of Manufacturing Technology in the United States
5480,Is Labor Mobility a Channel for Spillovers from Multinationals? Evidence from Norwegian Manufacturing
5481,Technological Inertia in Economic History
5482,Text-mining offers clues to success
5483,An Effectiveness Assessment and Cost-Benefit Analysis of Registered Apprenticeship in 10 States
5484,From Common Ground To Breaking New Ground: Founding Team's Prior Shared Experience And Start-Up Performance
5485,One Stop Government: Stalled Vision or a Matter of Design? - Empirical Findings from Social Services in Germany
5486,One Hundred Year Study on Artificial Intelligence: Reflections and Framing
5487,The Budget and Economic Outlook: Fiscal Years 2013 to 2023
5488,Aplicaci?n de inteligencia artificial para analizar el uso del gas natural licuado en el Short Sea Shipping en Europa: an?lisis espec?fico de las componentes social y poblacional
5489,Artificial Intelligence Based Solar Panel Cleaning Robot
5490,Artificial intelligence and life in 2030: the one hundred year study on artificial intelligence
5491,Balancing risks and benefits of artificial intelligence in the health sector
5492,"Big data : an exploration of opportunities, values, and privacy issues"
5493,"Changes in Relative Wages, Supply and Demand Factors"
5494,America's polytechnics : bridging a skills gap for learning and applying technological change.
5495,Building a Culture of Health Informatics Innovation and Entrepreneurship: A New Frontier
5496,"That's Unfair! Or Is It? Big Data, Discrimination and the FTC's Unfairness Authority"
5497,The Cogs Are Coming: The Cognitive Augmentation Revolution.
5498,Impact of the Reemployment and Eligibility Assessment (REA) Initiative in Nevada
5499,"False Positives, False Negatives, and False Analyses: A Rejoinder to ""Machine Bias: There's Software Used across the Country to Predict Future Criminals. and It's Biased against Blacks"""
5500,Measuring the Private and Social Returns to R&D: Unintended Spillovers versus Technology Markets
5501,"Housing Booms, Manufacturing Decline, and Labor Market Outcomes"
5502,"Within You Without You: Undocumented Lawyers, DACA, and Occupational Licensing"
5503,Cost of disorders of the brain in Europe 2010
5504,"Productivity Growth in the 1990s: Technology, Utilization, or Adjustment?"
5505,Assessing data intrusion threats--response.
5506,Reunion2012: A Novel Interface for Sound Producing Actions Through the Game of Chess
5507,Using expert opinion surveys to rank threats to endangered species: a case study with sea turtles.
5508,Offence Definitions in the European Sourcebook of Crime and Criminal Justice Statistics and Their Influence on Data Quality and Comparability
5509,"Science Advice to the President and the Role of the President’s Council of Advisors on Science and Technology: Membership, Activities, and Impact in the Last Four Administrations"
5510,"The Second Machine Age: Work, Progress, and Prosperity in a Time of Brilliant Technologies"
5511,An Antitrust Lawyer's Guide to Machine Learning
5512,The Social and Economic Implications of Artificial Intelligence Technologies in the Near-Term
5513,The Future of the Professions: How Technology Will Transform the Work of Human Experts
5514,Supporting Advances in Science and Technology through Implementation of the United States Standards Strategy
5515,"Vision for the future on urolithiasis: research, management, education and training—some personal views"
5516,AI for the Social Good (Dagstuhl Seminar 19082)
5517,Supersizing self-supervision: Learning to grasp from 50K tries and 700 robot hours
5518,Deep learning for detecting robotic grasps
5519,Learning hand-eye coordination for robotic grasping with deep learning and large-scale data collection
5520,Cooperative Multi-Agent Learning: The State of the Art
5521,Adversarially Learned Inference
5522,Prioritized Experience Replay
5523,Multiagent Systems: A Survey from a Machine Learning Perspective
5524,VIME: Variational Information Maximizing Exploration
5525,A Framework for Push-Grasping in Clutter
5526,Data-Driven Grasp Synthesis—A Survey
5527,The Curious Robot: Learning Visual Representations via Physical Interactions
5528,Training Region-Based Object Detectors with Online Hard Example Mining
5529,Deep Exploration via Bootstrapped DQN
5530,Unifying Count-Based Exploration and Intrinsic Motivation
5531,Leveraging big data for grasp planning
5532,Dex-Net 1.0: A cloud-based network of 3D objects for robust grasp planning using a Multi-Armed Bandit model with correlated rewards
5533,Dynamic Noncooperative Game Theory
5534,Planning optimal grasps
5535,Robotic grasping and contact: a review
5536,Exploratory Gradient Boosting for Reinforcement Learning in Complex Domains
5537,Online Batch Selection for Faster Training of Neural Networks
5538,Efficient Exploration in Reinforcement Learning
5539,Neural network learning control of robot manipulators using gradually increasing task difficulty
5540,Robot Motion Planning: A Game-Theoretic Foundation
5541,Physically Based Grasp Quality Evaluation Under Pose Uncertainty
5542,Fracking Deep Convolutional Image Descriptors
5543,A Bayesian Approach to Filtering Junk E-Mail
5544,Boosting Trees for Anti-Spam Email Filtering
5545,SpamCop: A Spam Classification & Organisation Program
5546,Text Categorization with Support Vector Machines: Learning with Many Relevant Features
5547,Support Vector Machine for Text Categorization using Principle Component Analysis in Data Mining
5548,Natural Language Processing of Online Applications
5549,A plan for spam
5550,Effects of Selected Phonetic Aspects in German Speech Audiometry
5551,Effect of VKORC1 haplotypes on transcriptional regulation and warfarin dose.
5552,Randomized Trial of Genotype-Guided Versus Standard Warfarin Dosing in Patients Initiating Oral Anticoagulation
5553,A polymorphism in the VKORC1 gene is associated with an interindividual variability in the dose-anticoagulant effect of warfarin.
5554,The number needed to treat: a clinically useful measure of treatment effect
5555,CYP4F2 genetic variant alters required warfarin dose.
5556,Systematic overview of warfarin and its drug and food interactions.
